,memo_no,nat_instr,instr_date,usage,cp_incl,op_date,consid,gfa,nfa,gpsf,npsf,remark1,remark2,MW_data_code,memo_no.1,unit,floor,block,phase,bldg_name_en,bldg_name_ch,est_name_en,est_name_ch,st_name_en,st_name_ch,st_no_start,st_no_end,d_code,lot_no,bldg_ph_blk,st_bldg_ph_blk,subject_pty,code_chinese,op_year,bldg_age,bldg_name_ench,st_address,st_address_en,st_address_ch,ch_address,en_address,final_address,subject_pty_consid,floor_copy
42259,19011100460058,ASP,2019-01-04,RES,blank,2000/12,4.38,854,650,5129,6738,blank,blank,5483295,19011100460058,1,39.0,O,2,blank,blank,TIN FU COURT,天富苑,TIN SAU RD,天秀路,15,blank,NTSW,TSWTL22,TIN FU COURT||Phase 2|Block O,天秀路TIN FU COURT|Phase2|BlockO,天秀路TIN FU COURT|Phase2|BlockO|39|1,天水圍,2000,20,blankblank,15 TIN SAU RD|天秀路,15 TIN SAU RD,15 天秀路,"天富苑O座,天秀路","TIN FU COURT(BLOCK O),TIN SAU RD","TIN FU COURT(Block O),TIN SAU RD|天富苑O座,天秀路",TIN SAU RDTIN FU COURTblankblank|Phase2|BlockO|39|1consid4.38,39
42304,19013001480012,ASP,2019-01-18,RES,blank,1999/12,4.4,854,650,5152,6769,blank,blank,5492145,19013001480012,2,10.0,F,blank,CHUNG HOI HSE,頌海閣,TIN CHUNG COURT,天頌苑,TIN WING RD,天榮路,3,blank,NTSW,TSWTL18RP,TIN CHUNG COURT|CHUNG HOI HSE頌海閣|Phase |Block F,天榮路TIN CHUNG COURTCHUNG HOI HSE頌海閣|Phase|BlockF,天榮路TIN CHUNG COURTCHUNG HOI HSE頌海閣|Phase|BlockF|10|2,天水圍,1999,21,CHUNG HOI HSE頌海閣,3 TIN WING RD|天榮路,3 TIN WING RD,3 天榮路,"頌海閣,天頌苑,天榮路","CHUNG HOI HSE,TIN CHUNG COURT,TIN WING RD","CHUNG HOI HSE,TIN CHUNG COURT,TIN WING RD|頌海閣,天頌苑,天榮路",TIN WING RDTIN CHUNG COURTCHUNG HOI HSE頌海閣|Phaseblank|BlockF|10|2consid4.4,10
42305,19013001760273,ASP,2019-01-18,RES,blank,1994/12,5.72,815,651,7018,8786,blank,BW:32 SF (GI/NE) / ,5492305,19013001760273,A,5.0,7,blank,KENSWOOD COURT,景湖居,KINGSWOOD VILLAS,嘉湖山莊,TIN LUNG RD,天龍路,2,blank,NTSW,TSWTL7RP,KINGSWOOD VILLAS|KENSWOOD COURT景湖居|Phase |Block 7,天龍路KINGSWOOD VILLASKENSWOOD COURT景湖居|Phase|Block7,天龍路KINGSWOOD VILLASKENSWOOD COURT景湖居|Phase|Block7|5|A,天水圍,1994,26,KENSWOOD COURT景湖居,2 TIN LUNG RD|天龍路,2 TIN LUNG RD,2 天龍路,"景湖居,嘉湖山莊,天龍路","KENSWOOD COURT,KINGSWOOD VILLAS,TIN LUNG RD","KENSWOOD COURT,KINGSWOOD VILLAS,TIN LUNG RD|景湖居,嘉湖山莊,天龍路",TIN LUNG RDKINGSWOOD VILLASKENSWOOD COURT景湖居|Phaseblank|Block7|5|Aconsid5.72,5
42306,19013001950322,ASP,2019-01-18,RES,blank,2000/01,5.05,828,649,6099,7781,blank,blank,5492386,19013001950322,3,21.0,M,2,SHING YUK HSE,盛旭閣,TIN SHING COURT,天盛苑,TIN CHING ST,天靖街,3,blank,NTSW,TSWTL17RP,TIN SHING COURT|SHING YUK HSE盛旭閣|Phase 2|Block M,天靖街TIN SHING COURTSHING YUK HSE盛旭閣|Phase2|BlockM,天靖街TIN SHING COURTSHING YUK HSE盛旭閣|Phase2|BlockM|21|3,天水圍,2000,20,SHING YUK HSE盛旭閣,3 TIN CHING ST|天靖街,3 TIN CHING ST,3 天靖街,"盛旭閣,天盛苑,天靖街","SHING YUK HSE,TIN SHING COURT,TIN CHING ST","SHING YUK HSE,TIN SHING COURT,TIN CHING ST|盛旭閣,天盛苑,天靖街",TIN CHING STTIN SHING COURTSHING YUK HSE盛旭閣|Phase2|BlockM|21|3consid5.05,21
42309,19013102220028,ASP,2019-01-18,RES,blank,2007/11,5.35,658,501,8131,10679,blank,BW:22 SF (GI/NE) / BAL:22 SF (GI/NI) / UP:16 SF (GI/NI) / ,5493100,19013102220028,C,21.0,5,1,blank,blank,CENTRAL PARK TOWERS,柏慧豪園,TIN YAN RD,天恩路,2,blank,NTSW,TSWTL24,CENTRAL PARK TOWERS||Phase 1|Block 5,天恩路CENTRAL PARK TOWERS|Phase1|Block5,天恩路CENTRAL PARK TOWERS|Phase1|Block5|21|C,天水圍,2007,13,blankblank,2 TIN YAN RD|天恩路,2 TIN YAN RD,2 天恩路,"柏慧豪園5座,天恩路","CENTRAL PARK TOWERS(BLOCK 5),TIN YAN RD","CENTRAL PARK TOWERS(Block 5),TIN YAN RD|柏慧豪園5座,天恩路",TIN YAN RDCENTRAL PARK TOWERSblankblank|Phase1|Block5|21|Cconsid5.35,21
42311,19013102290025,ASP,2019-01-04,RES,blank,2004/03,5.8,725,560,8000,10357,blank,BW:17 SF (GI/NE) / BAL:22 SF (GI/NI) / UP:12 SF (GI/NI) / ,5493129,19013102290025,A,40.0,3,blank,blank,blank,VIANNI COVE,慧景軒,TIN KWAI RD,天葵路,33,blank,NTSW,TSWTL27,VIANNI COVE||Phase |Block 3,天葵路VIANNI COVE|Phase|Block3,天葵路VIANNI COVE|Phase|Block3|40|A,天水圍,2004,16,blankblank,33 TIN KWAI RD|天葵路,33 TIN KWAI RD,33 天葵路,"慧景軒3座,天葵路","VIANNI COVE(BLOCK 3),TIN KWAI RD","VIANNI COVE(Block 3),TIN KWAI RD|慧景軒3座,天葵路",TIN KWAI RDVIANNI COVEblankblank|Phaseblank|Block3|40|Aconsid5.8,40
42312,19020100380045,ASP,2019-01-18,RES,blank,1996/02,4.5,709,556,6347,8094,blank,BW:39 SF (GI/NE) / ,5493367,19020100380045,G,20.0,2,blank,LYNWOOD COURT,麗湖居,KINGSWOOD VILLAS,嘉湖山莊,TIN KWAI RD,天葵路,3,blank,NTSW,TSWTL5RP,KINGSWOOD VILLAS|LYNWOOD COURT麗湖居|Phase |Block 2,天葵路KINGSWOOD VILLASLYNWOOD COURT麗湖居|Phase|Block2,天葵路KINGSWOOD VILLASLYNWOOD COURT麗湖居|Phase|Block2|20|G,天水圍,1996,24,LYNWOOD COURT麗湖居,3 TIN KWAI RD|天葵路,3 TIN KWAI RD,3 天葵路,"麗湖居,嘉湖山莊,天葵路","LYNWOOD COURT,KINGSWOOD VILLAS,TIN KWAI RD","LYNWOOD COURT,KINGSWOOD VILLAS,TIN KWAI RD|麗湖居,嘉湖山莊,天葵路",TIN KWAI RDKINGSWOOD VILLASLYNWOOD COURT麗湖居|Phaseblank|Block2|20|Gconsid4.5,20
42313,19020100850014,ASP,2019-01-11,RES,blank,1991/12,4.7,714,557,6583,8438,blank,BW:49 SF (GI/NE) / ,5493543,19020100850014,H,14.0,2,blank,LOCWOOD COURT,樂湖居,KINGSWOOD VILLAS,嘉湖山莊,TIN WU RD,天湖路,1,blank,NTSW,TSWTL1RP,KINGSWOOD VILLAS|LOCWOOD COURT樂湖居|Phase |Block 2,天湖路KINGSWOOD VILLASLOCWOOD COURT樂湖居|Phase|Block2,天湖路KINGSWOOD VILLASLOCWOOD COURT樂湖居|Phase|Block2|14|H,天水圍,1991,29,LOCWOOD COURT樂湖居,1 TIN WU RD|天湖路,1 TIN WU RD,1 天湖路,"樂湖居,嘉湖山莊,天湖路","LOCWOOD COURT,KINGSWOOD VILLAS,TIN WU RD","LOCWOOD COURT,KINGSWOOD VILLAS,TIN WU RD|樂湖居,嘉湖山莊,天湖路",TIN WU RDKINGSWOOD VILLASLOCWOOD COURT樂湖居|Phaseblank|Block2|14|Hconsid4.7,14
42314,19020101250010,ASP,2019-01-29,RES,blank,1994/12,5.55,709,556,7828,9982,blank,BW:39 SF (GI/NE) / ,5493686,19020101250010,D,19.0,7,blank,KENSWOOD COURT,景湖居,KINGSWOOD VILLAS,嘉湖山莊,TIN LUNG RD,天龍路,2,blank,NTSW,TSWTL7RP,KINGSWOOD VILLAS|KENSWOOD COURT景湖居|Phase |Block 7,天龍路KINGSWOOD VILLASKENSWOOD COURT景湖居|Phase|Block7,天龍路KINGSWOOD VILLASKENSWOOD COURT景湖居|Phase|Block7|19|D,天水圍,1994,26,KENSWOOD COURT景湖居,2 TIN LUNG RD|天龍路,2 TIN LUNG RD,2 天龍路,"景湖居,嘉湖山莊,天龍路","KENSWOOD COURT,KINGSWOOD VILLAS,TIN LUNG RD","KENSWOOD COURT,KINGSWOOD VILLAS,TIN LUNG RD|景湖居,嘉湖山莊,天龍路",TIN LUNG RDKINGSWOOD VILLASKENSWOOD COURT景湖居|Phaseblank|Block7|19|Dconsid5.55,19
42316,19020102700018,ASP,2019-01-02,RES,blank,1996/02,4.6,576,454,7986,10132,blank,BW:29 SF (GI/NE) / ,5494142,19020102700018,F,14.0,6,blank,LYNWOOD COURT,麗湖居,KINGSWOOD VILLAS,嘉湖山莊,TIN KWAI RD,天葵路,3,blank,NTSW,TSWTL5RP,KINGSWOOD VILLAS|LYNWOOD COURT麗湖居|Phase |Block 6,天葵路KINGSWOOD VILLASLYNWOOD COURT麗湖居|Phase|Block6,天葵路KINGSWOOD VILLASLYNWOOD COURT麗湖居|Phase|Block6|14|F,天水圍,1996,24,LYNWOOD COURT麗湖居,3 TIN KWAI RD|天葵路,3 TIN KWAI RD,3 天葵路,"麗湖居,嘉湖山莊,天葵路","LYNWOOD COURT,KINGSWOOD VILLAS,TIN KWAI RD","LYNWOOD COURT,KINGSWOOD VILLAS,TIN KWAI RD|麗湖居,嘉湖山莊,天葵路",TIN KWAI RDKINGSWOOD VILLASLYNWOOD COURT麗湖居|Phaseblank|Block6|14|Fconsid4.6,14
42317,19020102700240,ASP,2019-01-25,RES,blank,2000/02,5.08,828,649,6135,7827,blank,blank,5494158,19020102700240,5,19.0,K,2,SHING TING HSE,盛鼎閣,TIN SHING COURT,天盛苑,TIN CHING ST,天靖街,3,blank,NTSW,TSWTL17RP,TIN SHING COURT|SHING TING HSE盛鼎閣|Phase 2|Block K,天靖街TIN SHING COURTSHING TING HSE盛鼎閣|Phase2|BlockK,天靖街TIN SHING COURTSHING TING HSE盛鼎閣|Phase2|BlockK|19|5,天水圍,2000,20,SHING TING HSE盛鼎閣,3 TIN CHING ST|天靖街,3 TIN CHING ST,3 天靖街,"盛鼎閣,天盛苑,天靖街","SHING TING HSE,TIN SHING COURT,TIN CHING ST","SHING TING HSE,TIN SHING COURT,TIN CHING ST|盛鼎閣,天盛苑,天靖街",TIN CHING STTIN SHING COURTSHING TING HSE盛鼎閣|Phase2|BlockK|19|5consid5.08,19
42318,19020102720010,ASP,2019-01-23,RES,blank,2007/11,5.5,656,503,8384,10934,blank,BW:18 SF (GI/NE) / BAL:22 SF (GI/NI) / UP:16 SF (GI/NI) / ,5494183,19020102720010,E,53.0,6,1,blank,blank,CENTRAL PARK TOWERS,柏慧豪園,TIN YAN RD,天恩路,2,blank,NTSW,TSWTL24,CENTRAL PARK TOWERS||Phase 1|Block 6,天恩路CENTRAL PARK TOWERS|Phase1|Block6,天恩路CENTRAL PARK TOWERS|Phase1|Block6|53|E,天水圍,2007,13,blankblank,2 TIN YAN RD|天恩路,2 TIN YAN RD,2 天恩路,"柏慧豪園6座,天恩路","CENTRAL PARK TOWERS(BLOCK 6),TIN YAN RD","CENTRAL PARK TOWERS(Block 6),TIN YAN RD|柏慧豪園6座,天恩路",TIN YAN RDCENTRAL PARK TOWERSblankblank|Phase1|Block6|53|Econsid5.5,53
42319,19020102720250,ASP,2019-01-18,RES,blank,1994/12,5.3,704,559,7528,9481,blank,BW:31 SF (GI/NE) / ,5494189,19020102720250,D,12.0,2,blank,KENSWOOD COURT,景湖居,KINGSWOOD VILLAS,嘉湖山莊,TIN LUNG RD,天龍路,2,blank,NTSW,TSWTL7RP,KINGSWOOD VILLAS|KENSWOOD COURT景湖居|Phase |Block 2,天龍路KINGSWOOD VILLASKENSWOOD COURT景湖居|Phase|Block2,天龍路KINGSWOOD VILLASKENSWOOD COURT景湖居|Phase|Block2|12|D,天水圍,1994,26,KENSWOOD COURT景湖居,2 TIN LUNG RD|天龍路,2 TIN LUNG RD,2 天龍路,"景湖居,嘉湖山莊,天龍路","KENSWOOD COURT,KINGSWOOD VILLAS,TIN LUNG RD","KENSWOOD COURT,KINGSWOOD VILLAS,TIN LUNG RD|景湖居,嘉湖山莊,天龍路",TIN LUNG RDKINGSWOOD VILLASKENSWOOD COURT景湖居|Phaseblank|Block2|12|Dconsid5.3,12
42320,19020400270010,ASP,2019-01-25,RES,blank,1995/09,5.18,709,556,7306,9317,blank,BW:39 SF (GI/NE) / ,5494389,19020400270010,G,14.0,9,blank,KENSWOOD COURT,景湖居,KINGSWOOD VILLAS,嘉湖山莊,TIN LUNG RD,天龍路,2,blank,NTSW,TSWTL7RP,KINGSWOOD VILLAS|KENSWOOD COURT景湖居|Phase |Block 9,天龍路KINGSWOOD VILLASKENSWOOD COURT景湖居|Phase|Block9,天龍路KINGSWOOD VILLASKENSWOOD COURT景湖居|Phase|Block9|14|G,天水圍,1995,25,KENSWOOD COURT景湖居,2 TIN LUNG RD|天龍路,2 TIN LUNG RD,2 天龍路,"景湖居,嘉湖山莊,天龍路","KENSWOOD COURT,KINGSWOOD VILLAS,TIN LUNG RD","KENSWOOD COURT,KINGSWOOD VILLAS,TIN LUNG RD|景湖居,嘉湖山莊,天龍路",TIN LUNG RDKINGSWOOD VILLASKENSWOOD COURT景湖居|Phaseblank|Block9|14|Gconsid5.18,14
42321,19020400590100,ASP,2019-01-16,RES,blank,1995/09,5.4,709,556,7616,9712,blank,BW:39 SF (GI/NE) / ,5494478,19020400590100,G,28.0,11,blank,KENSWOOD COURT,景湖居,KINGSWOOD VILLAS,嘉湖山莊,TIN LUNG RD,天龍路,2,blank,NTSW,TSWTL7RP,KINGSWOOD VILLAS|KENSWOOD COURT景湖居|Phase |Block 11,天龍路KINGSWOOD VILLASKENSWOOD COURT景湖居|Phase|Block11,天龍路KINGSWOOD VILLASKENSWOOD COURT景湖居|Phase|Block11|28|G,天水圍,1995,25,KENSWOOD COURT景湖居,2 TIN LUNG RD|天龍路,2 TIN LUNG RD,2 天龍路,"景湖居,嘉湖山莊,天龍路","KENSWOOD COURT,KINGSWOOD VILLAS,TIN LUNG RD","KENSWOOD COURT,KINGSWOOD VILLAS,TIN LUNG RD|景湖居,嘉湖山莊,天龍路",TIN LUNG RDKINGSWOOD VILLASKENSWOOD COURT景湖居|Phaseblank|Block11|28|Gconsid5.4,28
42322,19020400780075,ASP,2019-01-18,RES,blank,1992/08,5.18,708,557,7316,9300,blank,BW:43 SF (GI/NE) / ,5494543,19020400780075,G,18.0,10,blank,LOCWOOD COURT,樂湖居,KINGSWOOD VILLAS,嘉湖山莊,TIN WU RD,天湖路,1,blank,NTSW,TSWTL1RP,KINGSWOOD VILLAS|LOCWOOD COURT樂湖居|Phase |Block 10,天湖路KINGSWOOD VILLASLOCWOOD COURT樂湖居|Phase|Block10,天湖路KINGSWOOD VILLASLOCWOOD COURT樂湖居|Phase|Block10|18|G,天水圍,1992,28,LOCWOOD COURT樂湖居,1 TIN WU RD|天湖路,1 TIN WU RD,1 天湖路,"樂湖居,嘉湖山莊,天湖路","LOCWOOD COURT,KINGSWOOD VILLAS,TIN WU RD","LOCWOOD COURT,KINGSWOOD VILLAS,TIN WU RD|樂湖居,嘉湖山莊,天湖路",TIN WU RDKINGSWOOD VILLASLOCWOOD COURT樂湖居|Phaseblank|Block10|18|Gconsid5.18,18
42324,19020401620629,ASP,2019-01-28,RES,blank,2001/03,2.7,665,506,4060,5336,blank,blank,5494725,19020401620629,8,7.0,M,2,blank,blank,TIN FU COURT,天富苑,TIN SAU RD,天秀路,15,blank,NTSW,TSWTL22,TIN FU COURT||Phase 2|Block M,天秀路TIN FU COURT|Phase2|BlockM,天秀路TIN FU COURT|Phase2|BlockM|7|8,天水圍,2001,19,blankblank,15 TIN SAU RD|天秀路,15 TIN SAU RD,15 天秀路,"天富苑M座,天秀路","TIN FU COURT(BLOCK M),TIN SAU RD","TIN FU COURT(Block M),TIN SAU RD|天富苑M座,天秀路",TIN SAU RDTIN FU COURTblankblank|Phase2|BlockM|7|8consid2.7,7
42325,19020401620665,ASP,2019-01-25,RES,blank,2000/03,3.28,799,596,4105,5503,blank,blank,5494727,19020401620665,10,21.0,P,3,CHUNG WA HSE,頌畫閣,TIN CHUNG COURT,天頌苑,TIN WING RD,天榮路,3,blank,NTSW,TSWTL18RP,TIN CHUNG COURT|CHUNG WA HSE頌畫閣|Phase 3|Block P,天榮路TIN CHUNG COURTCHUNG WA HSE頌畫閣|Phase3|BlockP,天榮路TIN CHUNG COURTCHUNG WA HSE頌畫閣|Phase3|BlockP|21|10,天水圍,2000,20,CHUNG WA HSE頌畫閣,3 TIN WING RD|天榮路,3 TIN WING RD,3 天榮路,"頌畫閣,天頌苑,天榮路","CHUNG WA HSE,TIN CHUNG COURT,TIN WING RD","CHUNG WA HSE,TIN CHUNG COURT,TIN WING RD|頌畫閣,天頌苑,天榮路",TIN WING RDTIN CHUNG COURTCHUNG WA HSE頌畫閣|Phase3|BlockP|21|10consid3.28,21
42326,19020402100037,ASP,2019-01-30,RES,blank,2007/11,5.53,656,503,8430,10994,blank,BW:18 SF (GI/NE) / BAL:22 SF (GI/NI) / UP:16 SF (GI/NI) / ,5494896,19020402100037,D,52.0,2,1,blank,blank,CENTRAL PARK TOWERS,柏慧豪園,TIN YAN RD,天恩路,2,blank,NTSW,TSWTL24,CENTRAL PARK TOWERS||Phase 1|Block 2,天恩路CENTRAL PARK TOWERS|Phase1|Block2,天恩路CENTRAL PARK TOWERS|Phase1|Block2|52|D,天水圍,2007,13,blankblank,2 TIN YAN RD|天恩路,2 TIN YAN RD,2 天恩路,"柏慧豪園2座,天恩路","CENTRAL PARK TOWERS(BLOCK 2),TIN YAN RD","CENTRAL PARK TOWERS(Block 2),TIN YAN RD|柏慧豪園2座,天恩路",TIN YAN RDCENTRAL PARK TOWERSblankblank|Phase1|Block2|52|Dconsid5.53,52
42327,19020402200548,ASP,2019-01-08,RES,blank,1991/12,5.0,708,561,7062,8913,blank,BW:38 SF (GI/NE) / ,5494966,19020402200548,D,1.0,4,blank,LOCWOOD COURT,樂湖居,KINGSWOOD VILLAS,嘉湖山莊,TIN WU RD,天湖路,1,blank,NTSW,TSWTL1RP,KINGSWOOD VILLAS|LOCWOOD COURT樂湖居|Phase |Block 4,天湖路KINGSWOOD VILLASLOCWOOD COURT樂湖居|Phase|Block4,天湖路KINGSWOOD VILLASLOCWOOD COURT樂湖居|Phase|Block4|1|D,天水圍,1991,29,LOCWOOD COURT樂湖居,1 TIN WU RD|天湖路,1 TIN WU RD,1 天湖路,"樂湖居,嘉湖山莊,天湖路","LOCWOOD COURT,KINGSWOOD VILLAS,TIN WU RD","LOCWOOD COURT,KINGSWOOD VILLAS,TIN WU RD|樂湖居,嘉湖山莊,天湖路",TIN WU RDKINGSWOOD VILLASLOCWOOD COURT樂湖居|Phaseblank|Block4|1|Dconsid5.0,1
42328,19020800990050,ASP,2019-01-30,RES,blank,1992/11,4.01,877,640,4572,6266,blank,blank,5495300,19020800990050,1,29.0,C,2,YAU TAI HSE,祐泰閣,TIN YAU COURT,天祐苑,TIN SHING RD,天城路,1,blank,NTSW,TSWTL10RP,TIN YAU COURT|YAU TAI HSE祐泰閣|Phase 2|Block C,天城路TIN YAU COURTYAU TAI HSE祐泰閣|Phase2|BlockC,天城路TIN YAU COURTYAU TAI HSE祐泰閣|Phase2|BlockC|29|1,天水圍,1992,28,YAU TAI HSE祐泰閣,1 TIN SHING RD|天城路,1 TIN SHING RD,1 天城路,"祐泰閣,天祐苑,天城路","YAU TAI HSE,TIN YAU COURT,TIN SHING RD","YAU TAI HSE,TIN YAU COURT,TIN SHING RD|祐泰閣,天祐苑,天城路",TIN SHING RDTIN YAU COURTYAU TAI HSE祐泰閣|Phase2|BlockC|29|1consid4.01,29
42329,19020801600131,ASP,2019-01-24,RES,blank,1997/12,4.788,584,457,8199,10477,blank,BW:31 SF (GI/NE) / ,5495429,19020801600131,E,2.0,8,blank,MAYWOOD COURT,美湖居,KINGSWOOD VILLAS,嘉湖山莊,TIN LUNG RD,天龍路,9,blank,NTSW,TSWTL6,KINGSWOOD VILLAS|MAYWOOD COURT美湖居|Phase |Block 8,天龍路KINGSWOOD VILLASMAYWOOD COURT美湖居|Phase|Block8,天龍路KINGSWOOD VILLASMAYWOOD COURT美湖居|Phase|Block8|2|E,天水圍,1997,23,MAYWOOD COURT美湖居,9 TIN LUNG RD|天龍路,9 TIN LUNG RD,9 天龍路,"美湖居,嘉湖山莊,天龍路","MAYWOOD COURT,KINGSWOOD VILLAS,TIN LUNG RD","MAYWOOD COURT,KINGSWOOD VILLAS,TIN LUNG RD|美湖居,嘉湖山莊,天龍路",TIN LUNG RDKINGSWOOD VILLASMAYWOOD COURT美湖居|Phaseblank|Block8|2|Econsid4.788,2
42330,19020801600338,ASP,2019-01-28,RES,blank,1997/12,5.25,708,559,7415,9392,blank,BW:31 SF (GI/NE) / ,5495447,19020801600338,H,9.0,7,blank,MAYWOOD COURT,美湖居,KINGSWOOD VILLAS,嘉湖山莊,TIN LUNG RD,天龍路,9,blank,NTSW,TSWTL6,KINGSWOOD VILLAS|MAYWOOD COURT美湖居|Phase |Block 7,天龍路KINGSWOOD VILLASMAYWOOD COURT美湖居|Phase|Block7,天龍路KINGSWOOD VILLASMAYWOOD COURT美湖居|Phase|Block7|9|H,天水圍,1997,23,MAYWOOD COURT美湖居,9 TIN LUNG RD|天龍路,9 TIN LUNG RD,9 天龍路,"美湖居,嘉湖山莊,天龍路","MAYWOOD COURT,KINGSWOOD VILLAS,TIN LUNG RD","MAYWOOD COURT,KINGSWOOD VILLAS,TIN LUNG RD|美湖居,嘉湖山莊,天龍路",TIN LUNG RDKINGSWOOD VILLASMAYWOOD COURT美湖居|Phaseblank|Block7|9|Hconsid5.25,9
42331,19021100270048,ASP,2019-01-18,RES,blank,1997/12,4.648,584,457,7959,10171,blank,BW:31 SF (GI/NE) / ,5495641,19021100270048,E,18.0,3,blank,MAYWOOD COURT,美湖居,KINGSWOOD VILLAS,嘉湖山莊,TIN LUNG RD,天龍路,9,blank,NTSW,TSWTL6,KINGSWOOD VILLAS|MAYWOOD COURT美湖居|Phase |Block 3,天龍路KINGSWOOD VILLASMAYWOOD COURT美湖居|Phase|Block3,天龍路KINGSWOOD VILLASMAYWOOD COURT美湖居|Phase|Block3|18|E,天水圍,1997,23,MAYWOOD COURT美湖居,9 TIN LUNG RD|天龍路,9 TIN LUNG RD,9 天龍路,"美湖居,嘉湖山莊,天龍路","MAYWOOD COURT,KINGSWOOD VILLAS,TIN LUNG RD","MAYWOOD COURT,KINGSWOOD VILLAS,TIN LUNG RD|美湖居,嘉湖山莊,天龍路",TIN LUNG RDKINGSWOOD VILLASMAYWOOD COURT美湖居|Phaseblank|Block3|18|Econsid4.648,18
42333,19021101180326,ASP,2019-01-18,RES,blank,1992/08,5.2,714,557,7283,9336,blank,BW:49 SF (GI/NE) / ,5495906,19021101180326,G,13.0,8,blank,LOCWOOD COURT,樂湖居,KINGSWOOD VILLAS,嘉湖山莊,TIN WU RD,天湖路,1,blank,NTSW,TSWTL1RP,KINGSWOOD VILLAS|LOCWOOD COURT樂湖居|Phase |Block 8,天湖路KINGSWOOD VILLASLOCWOOD COURT樂湖居|Phase|Block8,天湖路KINGSWOOD VILLASLOCWOOD COURT樂湖居|Phase|Block8|13|G,天水圍,1992,28,LOCWOOD COURT樂湖居,1 TIN WU RD|天湖路,1 TIN WU RD,1 天湖路,"樂湖居,嘉湖山莊,天湖路","LOCWOOD COURT,KINGSWOOD VILLAS,TIN WU RD","LOCWOOD COURT,KINGSWOOD VILLAS,TIN WU RD|樂湖居,嘉湖山莊,天湖路",TIN WU RDKINGSWOOD VILLASLOCWOOD COURT樂湖居|Phaseblank|Block8|13|Gconsid5.2,13
42334,19021200470113,ASP,2019-02-01,RES,blank,2001/03,3.85,854,650,4508,5923,blank,blank,5496202,19021200470113,1,8.0,M,2,blank,blank,TIN FU COURT,天富苑,TIN SAU RD,天秀路,15,blank,NTSW,TSWTL22,TIN FU COURT||Phase 2|Block M,天秀路TIN FU COURT|Phase2|BlockM,天秀路TIN FU COURT|Phase2|BlockM|8|1,天水圍,2001,19,blankblank,15 TIN SAU RD|天秀路,15 TIN SAU RD,15 天秀路,"天富苑M座,天秀路","TIN FU COURT(BLOCK M),TIN SAU RD","TIN FU COURT(Block M),TIN SAU RD|天富苑M座,天秀路",TIN SAU RDTIN FU COURTblankblank|Phase2|BlockM|8|1consid3.85,8
42335,19021201550016,ASP,2019-01-15,RES,blank,1997/12,4.5,578,454,7785,9912,blank,BW:29 SF (GI/NE) / ,5496572,19021201550016,F,15.0,2,blank,MAYWOOD COURT,美湖居,KINGSWOOD VILLAS,嘉湖山莊,TIN LUNG RD,天龍路,9,blank,NTSW,TSWTL6,KINGSWOOD VILLAS|MAYWOOD COURT美湖居|Phase |Block 2,天龍路KINGSWOOD VILLASMAYWOOD COURT美湖居|Phase|Block2,天龍路KINGSWOOD VILLASMAYWOOD COURT美湖居|Phase|Block2|15|F,天水圍,1997,23,MAYWOOD COURT美湖居,9 TIN LUNG RD|天龍路,9 TIN LUNG RD,9 天龍路,"美湖居,嘉湖山莊,天龍路","MAYWOOD COURT,KINGSWOOD VILLAS,TIN LUNG RD","MAYWOOD COURT,KINGSWOOD VILLAS,TIN LUNG RD|美湖居,嘉湖山莊,天龍路",TIN LUNG RDKINGSWOOD VILLASMAYWOOD COURT美湖居|Phaseblank|Block2|15|Fconsid4.5,15
42336,19021201980097,ASP,2019-01-24,RES,blank,1996/02,5.25,709,556,7405,9442,blank,BW:39 SF (GI/NE) / ,5496674,19021201980097,G,19.0,8,blank,LYNWOOD COURT,麗湖居,KINGSWOOD VILLAS,嘉湖山莊,TIN KWAI RD,天葵路,3,blank,NTSW,TSWTL5RP,KINGSWOOD VILLAS|LYNWOOD COURT麗湖居|Phase |Block 8,天葵路KINGSWOOD VILLASLYNWOOD COURT麗湖居|Phase|Block8,天葵路KINGSWOOD VILLASLYNWOOD COURT麗湖居|Phase|Block8|19|G,天水圍,1996,24,LYNWOOD COURT麗湖居,3 TIN KWAI RD|天葵路,3 TIN KWAI RD,3 天葵路,"麗湖居,嘉湖山莊,天葵路","LYNWOOD COURT,KINGSWOOD VILLAS,TIN KWAI RD","LYNWOOD COURT,KINGSWOOD VILLAS,TIN KWAI RD|麗湖居,嘉湖山莊,天葵路",TIN KWAI RDKINGSWOOD VILLASLYNWOOD COURT麗湖居|Phaseblank|Block8|19|Gconsid5.25,19
