,memo_no,nat_instr,instr_date,usage,cp_incl,op_date,consid,gfa,nfa,gpsf,npsf,remark1,remark2,MW_data_code,memo_no.1,unit,floor,block,phase,bldg_name_en,bldg_name_ch,est_name_en,est_name_ch,st_name_en,st_name_ch,st_no_start,st_no_end,d_code,lot_no,bldg_ph_blk,st_bldg_ph_blk,subject_pty,code_chinese,op_year,bldg_age,bldg_name_ench,st_address_en,st_address_ch,st_addr_google,st_address,ch_address,en_address,ch_addr_google,en_addr_google,final_address,final_address_consid,floor_copy,time_adj_npsf
359,7269141,ASP,1997-08-08,RES,blank,1965/04,25.2,0,2590,0,9729.72972972973,CPS 289 ,blank,5103903,7269141,2,7.0,A,blank,blank,,VILLA MONTE ROSA,玫瑰新村,STUBBS RD,司徒拔道,41A,blank,HP,blank,VILLA MONTE ROSA||Phase |Block A,司徒拔道VILLA MONTE ROSA|Phase|BlockA,司徒拔道VILLA MONTE ROSA|Phase|BlockA|7|2,山頂,1965,55,,41A STUBBS RD,41A 司徒拔道,"41A STUBBS RD,Hong Kong",41A STUBBS RD|41A 司徒拔道,"玫瑰新村A座,司徒拔道","VILLA MONTE ROSA(Block A),STUBBS RD","玫瑰新村,A座,司徒拔道,香港","VILLA MONTE ROSA,Block A,STUBBS RD,Hong Kong","VILLA MONTE ROSA(Block A),STUBBS RD|玫瑰新村A座,司徒拔道","VILLA MONTE ROSA(Block A),STUBBS RD|玫瑰新村A座,司徒拔道|7|2consid25.2",7,20572.619513106867
366,7312141,ASP,1997-09-29,RES,blank,1972/08,12.0,1720,1520,6977,7894.736842105263,CPS 327 ,blank,5123937,7312141,2,5.0,F,blank,blank,,EVERGREEN VILLA,松柏新村,STUBBS RD,司徒拔道,43,blank,HP,blank,EVERGREEN VILLA||Phase |Block F,司徒拔道EVERGREEN VILLA|Phase|BlockF,司徒拔道EVERGREEN VILLA|Phase|BlockF|5|2,山頂,1972,48,,43 STUBBS RD,43 司徒拔道,"43 STUBBS RD,Hong Kong",43 STUBBS RD|43 司徒拔道,"松柏新村F座,司徒拔道","EVERGREEN VILLA(Block F),STUBBS RD","松柏新村,F座,司徒拔道,香港","EVERGREEN VILLA,Block F,STUBBS RD,Hong Kong","EVERGREEN VILLA(Block F),STUBBS RD|松柏新村F座,司徒拔道","EVERGREEN VILLA(Block F),STUBBS RD|松柏新村F座,司徒拔道|5|2consid12.0",5,16931.16789794174
369,7320708,ASP,1997-10-08,RES,blank,9999,17.0,0,1920,0,8854.166666666666,CPS 23 ,blank,5124528,7320708,B,5.0,blank,blank,blank,,blank,,STUBBS RD,司徒拔道,47A,blank,HP,blank,||Phase |Block ,司徒拔道|Phase|Block,司徒拔道|Phase|Block|5|B,山頂,9999,-7979,,47A STUBBS RD,47A 司徒拔道,"47A STUBBS RD,Hong Kong",47A STUBBS RD|47A 司徒拔道,47A 司徒拔道,47A STUBBS RD,"司徒拔道,香港","STUBBS RD,Hong Kong",47A STUBBS RD|47A 司徒拔道,47A STUBBS RD|47A 司徒拔道|5|Bconsid17.0,5,18292.293796296457
372,7341953,ASP,1997-10-24,RES,blank,1965/04,17.6,2217,2074,7939,8486.017357762777,blank,blank,5134501,7341953,1,6.0,D,blank,blank,,VILLA MONTE ROSA,玫瑰新村,STUBBS RD,司徒拔道,41A,blank,HP,blank,VILLA MONTE ROSA||Phase |Block D,司徒拔道VILLA MONTE ROSA|Phase|BlockD,司徒拔道VILLA MONTE ROSA|Phase|BlockD|6|1,山頂,1965,55,,41A STUBBS RD,41A 司徒拔道,"41A STUBBS RD,Hong Kong",41A STUBBS RD|41A 司徒拔道,"玫瑰新村D座,司徒拔道","VILLA MONTE ROSA(Block D),STUBBS RD","玫瑰新村,D座,司徒拔道,香港","VILLA MONTE ROSA,Block D,STUBBS RD,Hong Kong","VILLA MONTE ROSA(Block D),STUBBS RD|玫瑰新村D座,司徒拔道","VILLA MONTE ROSA(Block D),STUBBS RD|玫瑰新村D座,司徒拔道|6|1consid17.6",6,17531.714560226043
373,7347051,ASP,1997-10-27,RES,blank,1983/11,46.5,2847,2580,16333,18023.25581395349,CPS 2122 ON G/F ,blank,5138181,7347051,B,6.0,blank,blank,CAMERON HSE,嘉樂苑,blank,,MAGAZINE GAP RD,馬己仙峽道,40,blank,HP,blank,|CAMERON HSE嘉樂苑|Phase |Block ,馬己仙峽道CAMERON HSE嘉樂苑|Phase|Block,馬己仙峽道CAMERON HSE嘉樂苑|Phase|Block|6|B,山頂,1983,37,CAMERON HSE嘉樂苑,40 MAGAZINE GAP RD,40 馬己仙峽道,"40 MAGAZINE GAP RD,Hong Kong",40 MAGAZINE GAP RD|40 馬己仙峽道,"嘉樂苑,馬己仙峽道","CAMERON HSE,MAGAZINE GAP RD","嘉樂苑,馬己仙峽道,香港","CAMERON HSE,MAGAZINE GAP RD,Hong Kong","CAMERON HSE,MAGAZINE GAP RD|嘉樂苑,馬己仙峽道","CAMERON HSE,MAGAZINE GAP RD|嘉樂苑,馬己仙峽道|6|Bconsid46.5",6,37235.20269341878
374,7348428,ASP,1997-10-20,RES,blank,1970/08,28.0,0,2268,0,12345.67901234568,CPS B14 ON G/F ,blank,5138368,7348428,2,6.0,B,blank,blank,,VILLA VERDE,環翠園,GUILDFORD RD,僑福道,12,14,HP,RBL802,VILLA VERDE||Phase |Block B,僑福道VILLA VERDE|Phase|BlockB,僑福道VILLA VERDE|Phase|BlockB|6|2,山頂,1970,50,,12-14 GUILDFORD RD,12-14 僑福道,"12-14 GUILDFORD RD,Hong Kong",12-14 GUILDFORD RD|12-14 僑福道,"環翠園B座,僑福道","VILLA VERDE(Block B),GUILDFORD RD","環翠園,B座,僑福道,香港","VILLA VERDE,Block B,GUILDFORD RD,Hong Kong","VILLA VERDE(Block B),GUILDFORD RD|環翠園B座,僑福道","VILLA VERDE(Block B),GUILDFORD RD|環翠園B座,僑福道|6|2consid28.0",6,25505.594835794625
382,7376731,ASP,1997-12-09,RES,blank,1972/08,11.35,1720,1520,6599,7467.105263157895,CPS 308 ,blank,5144977,7376731,1,10.0,E,blank,blank,,EVERGREEN VILLA,松柏新村,STUBBS RD,司徒拔道,43,blank,HP,blank,EVERGREEN VILLA||Phase |Block E,司徒拔道EVERGREEN VILLA|Phase|BlockE,司徒拔道EVERGREEN VILLA|Phase|BlockE|10|1,山頂,1972,48,,43 STUBBS RD,43 司徒拔道,"43 STUBBS RD,Hong Kong",43 STUBBS RD|43 司徒拔道,"松柏新村E座,司徒拔道","EVERGREEN VILLA(Block E),STUBBS RD","松柏新村,E座,司徒拔道,香港","EVERGREEN VILLA,Block E,STUBBS RD,Hong Kong","EVERGREEN VILLA(Block E),STUBBS RD|松柏新村E座,司徒拔道","EVERGREEN VILLA(Block E),STUBBS RD|松柏新村E座,司徒拔道|10|1consid11.35",10,17003.473371972017
384,7386654,ASP,1997-12-18,RES,blank,9999,17.0,0,1920,0,8854.166666666666,CPS 33 ,blank,5148865,7386654,B,1.0,blank,blank,blank,,blank,,STUBBS RD,司徒拔道,47A,blank,HP,blank,||Phase |Block ,司徒拔道|Phase|Block,司徒拔道|Phase|Block|1|B,山頂,9999,-7979,,47A STUBBS RD,47A 司徒拔道,"47A STUBBS RD,Hong Kong",47A STUBBS RD|47A 司徒拔道,47A 司徒拔道,47A STUBBS RD,"司徒拔道,香港","STUBBS RD,Hong Kong",47A STUBBS RD|47A 司徒拔道,47A STUBBS RD|47A 司徒拔道|1|Bconsid17.0,1,20161.974666471953
387,7408318,ASP,1998-01-19,RES,blank,1965/04,13.0,2217,2074,5864,6268.081002892961,CPS 97 ,blank,5157595,7408318,1,14.0,D,blank,blank,,VILLA MONTE ROSA,玫瑰新村,STUBBS RD,司徒拔道,41A,blank,HP,blank,VILLA MONTE ROSA||Phase |Block D,司徒拔道VILLA MONTE ROSA|Phase|BlockD,司徒拔道VILLA MONTE ROSA|Phase|BlockD|14|1,山頂,1965,55,,41A STUBBS RD,41A 司徒拔道,"41A STUBBS RD,Hong Kong",41A STUBBS RD|41A 司徒拔道,"玫瑰新村D座,司徒拔道","VILLA MONTE ROSA(Block D),STUBBS RD","玫瑰新村,D座,司徒拔道,香港","VILLA MONTE ROSA,Block D,STUBBS RD,Hong Kong","VILLA MONTE ROSA(Block D),STUBBS RD|玫瑰新村D座,司徒拔道","VILLA MONTE ROSA(Block D),STUBBS RD|玫瑰新村D座,司徒拔道|14|1consid13.0",14,16025.644730457105
389,7413416,PRO-ASP,1998-01-03,RES,blank,1965/04,14.8,2217,2062,6676,7177.497575169738,CPS 96 ,blank,5158842,7413416,1,16.0,E,blank,blank,,VILLA MONTE ROSA,玫瑰新村,STUBBS RD,司徒拔道,41A,blank,HP,blank,VILLA MONTE ROSA||Phase |Block E,司徒拔道VILLA MONTE ROSA|Phase|BlockE,司徒拔道VILLA MONTE ROSA|Phase|BlockE|16|1,山頂,1965,55,,41A STUBBS RD,41A 司徒拔道,"41A STUBBS RD,Hong Kong",41A STUBBS RD|41A 司徒拔道,"玫瑰新村E座,司徒拔道","VILLA MONTE ROSA(Block E),STUBBS RD","玫瑰新村,E座,司徒拔道,香港","VILLA MONTE ROSA,Block E,STUBBS RD,Hong Kong","VILLA MONTE ROSA(Block E),STUBBS RD|玫瑰新村E座,司徒拔道","VILLA MONTE ROSA(Block E),STUBBS RD|玫瑰新村E座,司徒拔道|16|1consid14.8",16,18350.756178852753
394,7438278,ASP,1998-02-23,RES,blank,1990/11,16.9,1993,1662,8480,10168.471720818292,CPS 11 ON CP1/F ,blank,5169058,7438278,2,6.0,A,blank,blank,,NICHOLSON TOWER,蔚豪苑,WONG NAI CHUNG GAP RD,黃泥涌峽道,8,blank,HP,blank,NICHOLSON TOWER||Phase |Block A,黃泥涌峽道NICHOLSON TOWER|Phase|BlockA,黃泥涌峽道NICHOLSON TOWER|Phase|BlockA|6|2,山頂,1990,30,,8 WONG NAI CHUNG GAP RD,8 黃泥涌峽道,"8 WONG NAI CHUNG GAP RD,Hong Kong",8 WONG NAI CHUNG GAP RD|8 黃泥涌峽道,"蔚豪苑A座,黃泥涌峽道","NICHOLSON TOWER(Block A),WONG NAI CHUNG GAP RD","蔚豪苑,A座,黃泥涌峽道,香港","NICHOLSON TOWER,Block A,WONG NAI CHUNG GAP RD,Hong Kong","NICHOLSON TOWER(Block A),WONG NAI CHUNG GAP RD|蔚豪苑A座,黃泥涌峽道","NICHOLSON TOWER(Block A),WONG NAI CHUNG GAP RD|蔚豪苑A座,黃泥涌峽道|6|2consid16.9",6,26652.381624350084
397,7441836,ASP,1998-03-16,RES,blank,1970/03,8.98,0,1060,0,8471.698113207547,CPS C9 ,blank,5171918,7441836,1,6.0,C,blank,blank,,VILLA VERDE,環翠園,GUILDFORD RD,僑福道,8,10,HP,RBL802,VILLA VERDE||Phase |Block C,僑福道VILLA VERDE|Phase|BlockC,僑福道VILLA VERDE|Phase|BlockC|6|1,山頂,1970,50,,8-10 GUILDFORD RD,8-10 僑福道,"8-10 GUILDFORD RD,Hong Kong",8-10 GUILDFORD RD|8-10 僑福道,"環翠園C座,僑福道","VILLA VERDE(Block C),GUILDFORD RD","環翠園,C座,僑福道,香港","VILLA VERDE,Block C,GUILDFORD RD,Hong Kong","VILLA VERDE(Block C),GUILDFORD RD|環翠園C座,僑福道","VILLA VERDE(Block C),GUILDFORD RD|環翠園C座,僑福道|6|1consid8.98",6,22644.6191632888
398,7445007,ASP,1998-03-13,RES,blank,9999,18.5,0,1920,0,9635.416666666666,CPS 20 ,blank,5175262,7445007,B,11.0,blank,blank,blank,,blank,,STUBBS RD,司徒拔道,47A,blank,HP,blank,||Phase |Block ,司徒拔道|Phase|Block,司徒拔道|Phase|Block|11|B,山頂,9999,-7979,,47A STUBBS RD,47A 司徒拔道,"47A STUBBS RD,Hong Kong",47A STUBBS RD|47A 司徒拔道,47A 司徒拔道,47A STUBBS RD,"司徒拔道,香港","STUBBS RD,Hong Kong",47A STUBBS RD|47A 司徒拔道,47A STUBBS RD|47A 司徒拔道|11|Bconsid18.5,11,25755.207277288268
400,7451357,ASP,1998-03-16,RES,blank,1965/04,19.8,0,2920,0,6780.821917808219,CPS 172 ,blank,5180426,7451357,1,5.0,F,blank,blank,,VILLA MONTE ROSA,玫瑰新村,STUBBS RD,司徒拔道,41A,blank,HP,blank,VILLA MONTE ROSA||Phase |Block F,司徒拔道VILLA MONTE ROSA|Phase|BlockF,司徒拔道VILLA MONTE ROSA|Phase|BlockF|5|1,山頂,1965,55,,41A STUBBS RD,41A 司徒拔道,"41A STUBBS RD,Hong Kong",41A STUBBS RD|41A 司徒拔道,"玫瑰新村F座,司徒拔道","VILLA MONTE ROSA(Block F),STUBBS RD","玫瑰新村,F座,司徒拔道,香港","VILLA MONTE ROSA,Block F,STUBBS RD,Hong Kong","VILLA MONTE ROSA(Block F),STUBBS RD|玫瑰新村F座,司徒拔道","VILLA MONTE ROSA(Block F),STUBBS RD|玫瑰新村F座,司徒拔道|5|1consid19.8",5,18124.95297766366
402,7459657,ASP,1998-04-04,RES,blank,1972/09,19.0,2433,2213,7809,8585.630366018979,CPS 1 ,blank,5184174,7459657,B,9.0,blank,blank,MOUNTAIN LODGE,崑廬,blank,,MOUNT KELLETT RD,加列山道,44,blank,HP,blank,|MOUNTAIN LODGE崑廬|Phase |Block ,加列山道MOUNTAIN LODGE崑廬|Phase|Block,加列山道MOUNTAIN LODGE崑廬|Phase|Block|9|B,山頂,1972,48,MOUNTAIN LODGE崑廬,44 MOUNT KELLETT RD,44 加列山道,"44 MOUNT KELLETT RD,Hong Kong",44 MOUNT KELLETT RD|44 加列山道,"崑廬,加列山道","MOUNTAIN LODGE,MOUNT KELLETT RD","崑廬,加列山道,香港","MOUNTAIN LODGE,MOUNT KELLETT RD,Hong Kong","MOUNTAIN LODGE,MOUNT KELLETT RD|崑廬,加列山道","MOUNTAIN LODGE,MOUNT KELLETT RD|崑廬,加列山道|9|Bconsid19.0",9,22730.059883439713
407,7470875,PRO-ASP,1998-04-03,RES,blank,1965/04,12.0,2217,2074,5413,5785.9209257473485,CPS 70 ,blank,5187270,7470875,1,1.0,D,blank,blank,,VILLA MONTE ROSA,玫瑰新村,STUBBS RD,司徒拔道,41A,blank,HP,blank,VILLA MONTE ROSA||Phase |Block D,司徒拔道VILLA MONTE ROSA|Phase|BlockD,司徒拔道VILLA MONTE ROSA|Phase|BlockD|1|1,山頂,1965,55,,41A STUBBS RD,41A 司徒拔道,"41A STUBBS RD,Hong Kong",41A STUBBS RD|41A 司徒拔道,"玫瑰新村D座,司徒拔道","VILLA MONTE ROSA(Block D),STUBBS RD","玫瑰新村,D座,司徒拔道,香港","VILLA MONTE ROSA,Block D,STUBBS RD,Hong Kong","VILLA MONTE ROSA(Block D),STUBBS RD|玫瑰新村D座,司徒拔道","VILLA MONTE ROSA(Block D),STUBBS RD|玫瑰新村D座,司徒拔道|1|1consid12.0",1,15317.95843944133
408,7472909,ASP,1998-04-16,RES,blank,1972/08,9.2,1720,1520,5349,6052.631578947368,CPS 322 ,blank,5189034,7472909,1,14.0,F,blank,blank,,EVERGREEN VILLA,松柏新村,STUBBS RD,司徒拔道,43,blank,HP,blank,EVERGREEN VILLA||Phase |Block F,司徒拔道EVERGREEN VILLA|Phase|BlockF,司徒拔道EVERGREEN VILLA|Phase|BlockF|14|1,山頂,1972,48,,43 STUBBS RD,43 司徒拔道,"43 STUBBS RD,Hong Kong",43 STUBBS RD|43 司徒拔道,"松柏新村F座,司徒拔道","EVERGREEN VILLA(Block F),STUBBS RD","松柏新村,F座,司徒拔道,香港","EVERGREEN VILLA,Block F,STUBBS RD,Hong Kong","EVERGREEN VILLA(Block F),STUBBS RD|松柏新村F座,司徒拔道","EVERGREEN VILLA(Block F),STUBBS RD|松柏新村F座,司徒拔道|14|1consid9.2",14,16024.06257627698
409,7477492,ASP,1998-04-22,RES,blank,1970/11,16.5,2600,2380,6346,6932.773109243697,CPS 261 ,blank,5190706,7477492,1,12.0,B,blank,blank,,EVERGREEN VILLA,松柏新村,STUBBS RD,司徒拔道,43,blank,HP,blank,EVERGREEN VILLA||Phase |Block B,司徒拔道EVERGREEN VILLA|Phase|BlockB,司徒拔道EVERGREEN VILLA|Phase|BlockB|12|1,山頂,1970,50,,43 STUBBS RD,43 司徒拔道,"43 STUBBS RD,Hong Kong",43 STUBBS RD|43 司徒拔道,"松柏新村B座,司徒拔道","EVERGREEN VILLA(Block B),STUBBS RD","松柏新村,B座,司徒拔道,香港","EVERGREEN VILLA,Block B,STUBBS RD,Hong Kong","EVERGREEN VILLA(Block B),STUBBS RD|松柏新村B座,司徒拔道","EVERGREEN VILLA(Block B),STUBBS RD|松柏新村B座,司徒拔道|12|1consid16.5",12,18354.196630116305
410,7480664,ASP,1998-04-17,RES,blank,1990/11,19.38,1993,1662,9724,11660.649819494585,CPS 2626A ON L1/F ,blank,5192063,7480664,1,25.0,A,blank,blank,,NICHOLSON TOWER,蔚豪苑,WONG NAI CHUNG GAP RD,黃泥涌峽道,8,blank,HP,blank,NICHOLSON TOWER||Phase |Block A,黃泥涌峽道NICHOLSON TOWER|Phase|BlockA,黃泥涌峽道NICHOLSON TOWER|Phase|BlockA|25|1,山頂,1990,30,,8 WONG NAI CHUNG GAP RD,8 黃泥涌峽道,"8 WONG NAI CHUNG GAP RD,Hong Kong",8 WONG NAI CHUNG GAP RD|8 黃泥涌峽道,"蔚豪苑A座,黃泥涌峽道","NICHOLSON TOWER(Block A),WONG NAI CHUNG GAP RD","蔚豪苑,A座,黃泥涌峽道,香港","NICHOLSON TOWER,Block A,WONG NAI CHUNG GAP RD,Hong Kong","NICHOLSON TOWER(Block A),WONG NAI CHUNG GAP RD|蔚豪苑A座,黃泥涌峽道","NICHOLSON TOWER(Block A),WONG NAI CHUNG GAP RD|蔚豪苑A座,黃泥涌峽道|25|1consid19.38",25,30871.03187273955
412,7483252,ASP,1998-05-01,RES,blank,1970/03,10.28,0,1075,0,9562.790697674418,CPS C16+RF ,blank,5192732,7483252,C1002,9.0,C,blank,blank,,VILLA VERDE,環翠園,GUILDFORD RD,僑福道,8,10,HP,RBL802,VILLA VERDE||Phase |Block C,僑福道VILLA VERDE|Phase|BlockC,僑福道VILLA VERDE|Phase|BlockC|9|C1002,山頂,1970,50,,8-10 GUILDFORD RD,8-10 僑福道,"8-10 GUILDFORD RD,Hong Kong",8-10 GUILDFORD RD|8-10 僑福道,"環翠園C座,僑福道","VILLA VERDE(Block C),GUILDFORD RD","環翠園,C座,僑福道,香港","VILLA VERDE,Block C,GUILDFORD RD,Hong Kong","VILLA VERDE(Block C),GUILDFORD RD|環翠園C座,僑福道","VILLA VERDE(Block C),GUILDFORD RD|環翠園C座,僑福道|9|C1002consid10.28",9,27387.359645835273
413,7486087,ASP,1998-04-28,RES,blank,1990/11,18.0,1993,1662,9032,10830.324909747293,CPS 27 ON CPL3/F ,blank,5194157,7486087,2,14.0,B,blank,blank,,NICHOLSON TOWER,蔚豪苑,WONG NAI CHUNG GAP RD,黃泥涌峽道,8,blank,HP,blank,NICHOLSON TOWER||Phase |Block B,黃泥涌峽道NICHOLSON TOWER|Phase|BlockB,黃泥涌峽道NICHOLSON TOWER|Phase|BlockB|14|2,山頂,1990,30,,8 WONG NAI CHUNG GAP RD,8 黃泥涌峽道,"8 WONG NAI CHUNG GAP RD,Hong Kong",8 WONG NAI CHUNG GAP RD|8 黃泥涌峽道,"蔚豪苑B座,黃泥涌峽道","NICHOLSON TOWER(Block B),WONG NAI CHUNG GAP RD","蔚豪苑,B座,黃泥涌峽道,香港","NICHOLSON TOWER,Block B,WONG NAI CHUNG GAP RD,Hong Kong","NICHOLSON TOWER(Block B),WONG NAI CHUNG GAP RD|蔚豪苑B座,黃泥涌峽道","NICHOLSON TOWER(Block B),WONG NAI CHUNG GAP RD|蔚豪苑B座,黃泥涌峽道|14|2consid18.0",14,28672.785021120322
415,7487466,ASP,1998-05-04,RES,blank,1965/04,19.8,0,2920,0,6780.821917808219,CPS 293294 ,blank,5195188,7487466,1,7.0,F,blank,blank,,VILLA MONTE ROSA,玫瑰新村,STUBBS RD,司徒拔道,41A,blank,HP,blank,VILLA MONTE ROSA||Phase |Block F,司徒拔道VILLA MONTE ROSA|Phase|BlockF,司徒拔道VILLA MONTE ROSA|Phase|BlockF|7|1,山頂,1965,55,,41A STUBBS RD,41A 司徒拔道,"41A STUBBS RD,Hong Kong",41A STUBBS RD|41A 司徒拔道,"玫瑰新村F座,司徒拔道","VILLA MONTE ROSA(Block F),STUBBS RD","玫瑰新村,F座,司徒拔道,香港","VILLA MONTE ROSA,Block F,STUBBS RD,Hong Kong","VILLA MONTE ROSA(Block F),STUBBS RD|玫瑰新村F座,司徒拔道","VILLA MONTE ROSA(Block F),STUBBS RD|玫瑰新村F座,司徒拔道|7|1consid19.8",7,19419.93863805247
416,7496262,ASP,1998-05-19,RES,blank,1965/04,12.0,2217,2062,5413,5819.592628516004,blank,blank,5199020,7496262,1,14.0,E,blank,blank,,VILLA MONTE ROSA,玫瑰新村,STUBBS RD,司徒拔道,41A,blank,HP,blank,VILLA MONTE ROSA||Phase |Block E,司徒拔道VILLA MONTE ROSA|Phase|BlockE,司徒拔道VILLA MONTE ROSA|Phase|BlockE|14|1,山頂,1965,55,,41A STUBBS RD,41A 司徒拔道,"41A STUBBS RD,Hong Kong",41A STUBBS RD|41A 司徒拔道,"玫瑰新村E座,司徒拔道","VILLA MONTE ROSA(Block E),STUBBS RD","玫瑰新村,E座,司徒拔道,香港","VILLA MONTE ROSA,Block E,STUBBS RD,Hong Kong","VILLA MONTE ROSA(Block E),STUBBS RD|玫瑰新村E座,司徒拔道","VILLA MONTE ROSA(Block E),STUBBS RD|玫瑰新村E座,司徒拔道|14|1consid12.0",14,16667.02548955507
419,7500155,ASP,1998-05-19,RES,blank,1970/03,9.4,0,1075,0,8744.186046511628,CPS C5 ,blank,5200308,7500155,1,5.0,C,blank,blank,,VILLA VERDE,環翠園,GUILDFORD RD,僑福道,8,10,HP,RBL802,VILLA VERDE||Phase |Block C,僑福道VILLA VERDE|Phase|BlockC,僑福道VILLA VERDE|Phase|BlockC|5|1,山頂,1970,50,,8-10 GUILDFORD RD,8-10 僑福道,"8-10 GUILDFORD RD,Hong Kong",8-10 GUILDFORD RD|8-10 僑福道,"環翠園C座,僑福道","VILLA VERDE(Block C),GUILDFORD RD","環翠園,C座,僑福道,香港","VILLA VERDE,Block C,GUILDFORD RD,Hong Kong","VILLA VERDE(Block C),GUILDFORD RD|環翠園C座,僑福道","VILLA VERDE(Block C),GUILDFORD RD|環翠園C座,僑福道|5|1consid9.4",5,25042.916407670386
421,7503492,ASP,1998-06-02,RES,blank,1990/11,15.0,1993,1662,7526,9025.270758122744,CPS 4 ON CP2/F ,blank,5201672,7503492,1,10.0,A,blank,blank,,NICHOLSON TOWER,蔚豪苑,WONG NAI CHUNG GAP RD,黃泥涌峽道,8,blank,HP,blank,NICHOLSON TOWER||Phase |Block A,黃泥涌峽道NICHOLSON TOWER|Phase|BlockA,黃泥涌峽道NICHOLSON TOWER|Phase|BlockA|10|1,山頂,1990,30,,8 WONG NAI CHUNG GAP RD,8 黃泥涌峽道,"8 WONG NAI CHUNG GAP RD,Hong Kong",8 WONG NAI CHUNG GAP RD|8 黃泥涌峽道,"蔚豪苑A座,黃泥涌峽道","NICHOLSON TOWER(Block A),WONG NAI CHUNG GAP RD","蔚豪苑,A座,黃泥涌峽道,香港","NICHOLSON TOWER,Block A,WONG NAI CHUNG GAP RD,Hong Kong","NICHOLSON TOWER(Block A),WONG NAI CHUNG GAP RD|蔚豪苑A座,黃泥涌峽道","NICHOLSON TOWER(Block A),WONG NAI CHUNG GAP RD|蔚豪苑A座,黃泥涌峽道|10|1consid15.0",10,28395.992173391976
423,7512653,ASP,1998-06-01,RES,blank,1990/11,15.2,1993,1662,7627,9145.60770156438,CPS 16 ON CPL1/F ,blank,5206253,7512653,2,24.0,A,blank,blank,,NICHOLSON TOWER,蔚豪苑,WONG NAI CHUNG GAP RD,黃泥涌峽道,8,blank,HP,blank,NICHOLSON TOWER||Phase |Block A,黃泥涌峽道NICHOLSON TOWER|Phase|BlockA,黃泥涌峽道NICHOLSON TOWER|Phase|BlockA|24|2,山頂,1990,30,,8 WONG NAI CHUNG GAP RD,8 黃泥涌峽道,"8 WONG NAI CHUNG GAP RD,Hong Kong",8 WONG NAI CHUNG GAP RD|8 黃泥涌峽道,"蔚豪苑A座,黃泥涌峽道","NICHOLSON TOWER(Block A),WONG NAI CHUNG GAP RD","蔚豪苑,A座,黃泥涌峽道,香港","NICHOLSON TOWER,Block A,WONG NAI CHUNG GAP RD,Hong Kong","NICHOLSON TOWER(Block A),WONG NAI CHUNG GAP RD|蔚豪苑A座,黃泥涌峽道","NICHOLSON TOWER(Block A),WONG NAI CHUNG GAP RD|蔚豪苑A座,黃泥涌峽道|24|2consid15.2",24,28774.605402370533
424,7514194,PRO-ASP,1998-06-05,RES,blank,1990/11,13.83,1993,1662,6939,8321.29963898917,CPS 11 ON CPL1/F ,blank,5206631,7514194,2,6.0,A,blank,blank,,NICHOLSON TOWER,蔚豪苑,WONG NAI CHUNG GAP RD,黃泥涌峽道,8,blank,HP,blank,NICHOLSON TOWER||Phase |Block A,黃泥涌峽道NICHOLSON TOWER|Phase|BlockA,黃泥涌峽道NICHOLSON TOWER|Phase|BlockA|6|2,山頂,1990,30,,8 WONG NAI CHUNG GAP RD,8 黃泥涌峽道,"8 WONG NAI CHUNG GAP RD,Hong Kong",8 WONG NAI CHUNG GAP RD|8 黃泥涌峽道,"蔚豪苑A座,黃泥涌峽道","NICHOLSON TOWER(Block A),WONG NAI CHUNG GAP RD","蔚豪苑,A座,黃泥涌峽道,香港","NICHOLSON TOWER,Block A,WONG NAI CHUNG GAP RD,Hong Kong","NICHOLSON TOWER(Block A),WONG NAI CHUNG GAP RD|蔚豪苑A座,黃泥涌峽道","NICHOLSON TOWER(Block A),WONG NAI CHUNG GAP RD|蔚豪苑A座,黃泥涌峽道|6|2consid13.83",6,26181.104783867406
426,7542937,ASP,1998-07-24,RES,blank,1970/03,7.1,0,1075,0,6604.6511627906975,blank,blank,6204,7542937,1,2.0,C,blank,blank,,VILLA VERDE,環翠園,GUILDFORD RD,僑福道,8,10,HP,RBL802,VILLA VERDE||Phase |Block C,僑福道VILLA VERDE|Phase|BlockC,僑福道VILLA VERDE|Phase|BlockC|2|1,山頂,1970,50,,8-10 GUILDFORD RD,8-10 僑福道,"8-10 GUILDFORD RD,Hong Kong",8-10 GUILDFORD RD|8-10 僑福道,"環翠園C座,僑福道","VILLA VERDE(Block C),GUILDFORD RD","環翠園,C座,僑福道,香港","VILLA VERDE,Block C,GUILDFORD RD,Hong Kong","VILLA VERDE(Block C),GUILDFORD RD|環翠園C座,僑福道","VILLA VERDE(Block C),GUILDFORD RD|環翠園C座,僑福道|2|1consid7.1",2,22247.48972591353
